Plate,PlateFile,Row,Column,Well,WellType,RFU
Plate 5,sample_384_plate5.csv,I,4,I04,Experimental,3110
Plate 5,sample_384_plate5.csv,I,5,I05,Experimental,7193
Plate 5,sample_384_plate5.csv,I,6,I06,Experimental,19200
Plate 5,sample_384_plate5.csv,I,7,I07,Experimental,5232
Plate 5,sample_384_plate5.csv,I,8,I08,Experimental,14518
Plate 5,sample_384_plate5.csv,I,9,I09,Experimental,14493
Plate 5,sample_384_plate5.csv,I,10,I10,Experimental,18733
Plate 5,sample_384_plate5.csv,I,11,I11,Experimental,11826
Plate 5,sample_384_plate5.csv,I,12,I12,Experimental,19561
Plate 5,sample_384_plate5.csv,I,13,I13,Experimental,15663
Plate 5,sample_384_plate5.csv,I,14,I14,Experimental,23153
Plate 5,sample_384_plate5.csv,I,15,I15,Experimental,15210
Plate 5,sample_384_plate5.csv,I,16,I16,Experimental,8740
Plate 5,sample_384_plate5.csv,I,17,I17,Experimental,17707
Plate 5,sample_384_plate5.csv,I,18,I18,Experimental,16063
Plate 5,sample_384_plate5.csv,I,19,I19,Experimental,13829
Plate 5,sample_384_plate5.csv,I,20,I20,Experimental,27353
Plate 5,sample_384_plate5.csv,I,21,I21,Experimental,15146
Plate 5,sample_384_plate5.csv,I,22,I22,Experimental,11914
Plate 5,sample_384_plate5.csv,I,23,I23,High,8369
Plate 5,sample_384_plate5.csv,I,24,I24,High,25852
Plate 5,sample_384_plate5.csv,J,1,J01,Low,273
Plate 5,sample_384_plate5.csv,J,2,J02,High,29547
Plate 5,sample_384_plate5.csv,J,3,J03,Experimental,19466
Plate 5,sample_384_plate5.csv,J,4,J04,Experimental,13498
Plate 5,sample_384_plate5.csv,J,5,J05,Experimental,6048
Plate 5,sample_384_plate5.csv,J,6,J06,Experimental,17302
Plate 5,sample_384_plate5.csv,J,7,J07,Experimental,13424
Plate 5,sample_384_plate5.csv,J,8,J08,Experimental,12267
Plate 5,sample_384_plate5.csv,J,9,J09,Experimental,25583
Plate 5,sample_384_plate5.csv,J,10,J10,Experimental,18868
Plate 5,sample_384_plate5.csv,J,11,J11,Experimental,19617
Plate 5,sample_384_plate5.csv,J,12,J12,Experimental,10417
Plate 5,sample_384_plate5.csv,J,13,J13,Experimental,5433
Plate 5,sample_384_plate5.csv,J,14,J14,Experimental,12013
Plate 5,sample_384_plate5.csv,J,15,J15,Experimental,11783
Plate 5,sample_384_plate5.csv,J,16,J16,Experimental,14593
Plate 5,sample_384_plate5.csv,J,17,J17,Experimental,21385
Plate 5,sample_384_plate5.csv,J,18,J18,Experimental,21044
Plate 5,sample_384_plate5.csv,J,19,J19,Experimental,18762
Plate 5,sample_384_plate5.csv,J,20,J20,Experimental,20015
Plate 5,sample_384_plate5.csv,J,21,J21,Experimental,7147
Plate 5,sample_384_plate5.csv,J,22,J22,Experimental,24943
Plate 5,sample_384_plate5.csv,J,23,J23,High,10068
Plate 5,sample_384_plate5.csv,J,24,J24,High,30801
Plate 5,sample_384_plate5.csv,K,1,K01,Low,365
Plate 5,sample_384_plate5.csv,K,2,K02,High,29932
Plate 5,sample_384_plate5.csv,K,3,K03,Experimental,1465
Plate 5,sample_384_plate5.csv,K,4,K04,Experimental,7635
Plate 5,sample_384_plate5.csv,K,5,K05,Experimental,19115
Plate 5,sample_384_plate5.csv,K,6,K06,Experimental,8467
Plate 5,sample_384_plate5.csv,K,7,K07,Experimental,200
Plate 5,sample_384_plate5.csv,K,8,K08,Experimental,14379
Plate 5,sample_384_plate5.csv,K,9,K09,Experimental,1596
Plate 5,sample_384_plate5.csv,K,10,K10,Experimental,15985
Plate 5,sample_384_plate5.csv,K,11,K11,Experimental,10685
Plate 5,sample_384_plate5.csv,K,12,K12,Experimental,23470
Plate 5,sample_384_plate5.csv,K,13,K13,Experimental,6176
Plate 5,sample_384_plate5.csv,K,14,K14,Experimental,5462
Plate 5,sample_384_plate5.csv,K,15,K15,Experimental,23372
Plate 5,sample_384_plate5.csv,K,16,K16,Experimental,4959
Plate 5,sample_384_plate5.csv,K,17,K17,Experimental,20844
Plate 5,sample_384_plate5.csv,K,18,K18,Experimental,19457
Plate 5,sample_384_plate5.csv,K,19,K19,Experimental,38000
Plate 5,sample_384_plate5.csv,K,20,K20,Experimental,6871
Plate 5,sample_384_plate5.csv,K,21,K21,Experimental,19137
Plate 5,sample_384_plate5.csv,K,22,K22,Experimental,2020
Plate 5,sample_384_plate5.csv,K,23,K23,High,11115
Plate 5,sample_384_plate5.csv,K,24,K24,High,27068
Plate 5,sample_384_plate5.csv,L,1,L01,Low,301
Plate 5,sample_384_plate5.csv,L,2,L02,High,30131
Plate 5,sample_384_plate5.csv,L,3,L03,Experimental,22581
Plate 5,sample_384_plate5.csv,L,4,L04,Experimental,13668
Plate 5,sample_384_plate5.csv,L,5,L05,Experimental,16604
Plate 5,sample_384_plate5.csv,L,6,L06,Experimental,15571
Plate 5,sample_384_plate5.csv,L,7,L07,Experimental,15512
Plate 5,sample_384_plate5.csv,L,8,L08,Experimental,8483
Plate 5,sample_384_plate5.csv,L,9,L09,Experimental,19558
Plate 5,sample_384_plate5.csv,L,10,L10,Experimental,12084
Plate 5,sample_384_plate5.csv,L,11,L11,Experimental,17678
Plate 5,sample_384_plate5.csv,L,12,L12,Experimental,6998
Plate 5,sample_384_plate5.csv,L,13,L13,Experimental,14373
Plate 5,sample_384_plate5.csv,L,14,L14,Experimental,18524
Plate 5,sample_384_plate5.csv,L,15,L15,Experimental,13090
Plate 5,sample_384_plate5.csv,L,16,L16,Experimental,9532
Plate 5,sample_384_plate5.csv,L,17,L17,Experimental,5309
Plate 5,sample_384_plate5.csv,L,18,L18,Experimental,12292
Plate 5,sample_384_plate5.csv,L,19,L19,Experimental,13262
Plate 5,sample_384_plate5.csv,L,20,L20,Experimental,15662
Plate 5,sample_384_plate5.csv,L,21,L21,Experimental,9855
Plate 5,sample_384_plate5.csv,L,22,L22,Experimental,21340
Plate 5,sample_384_plate5.csv,L,23,L23,High,11316
Plate 5,sample_384_plate5.csv,L,24,L24,High,30633
Plate 5,sample_384_plate5.csv,M,1,M01,Low,289
Plate 5,sample_384_plate5.csv,M,2,M02,High,29344
Plate 5,sample_384_plate5.csv,M,3,M03,Experimental,14138
Plate 5,sample_384_plate5.csv,M,4,M04,Experimental,14955
Plate 5,sample_384_plate5.csv,M,5,M05,Experimental,2907
Plate 5,sample_384_plate5.csv,M,6,M06,Experimental,12111
Plate 5,sample_384_plate5.csv,M,7,M07,Experimental,14039
Plate 5,sample_384_plate5.csv,M,8,M08,Experimental,4520
Plate 5,sample_384_plate5.csv,M,9,M09,Experimental,3911
Plate 5,sample_384_plate5.csv,M,10,M10,Experimental,9482
Plate 5,sample_384_plate5.csv,M,11,M11,Experimental,31744
Plate 5,sample_384_plate5.csv,M,12,M12,Experimental,24988
Plate 5,sample_384_plate5.csv,M,13,M13,Experimental,18445
Plate 5,sample_384_plate5.csv,M,14,M14,Experimental,7024
Plate 5,sample_384_plate5.csv,M,15,M15,Experimental,19918
Plate 5,sample_384_plate5.csv,M,16,M16,Experimental,16999
Plate 5,sample_384_plate5.csv,M,17,M17,Experimental,8776
Plate 5,sample_384_plate5.csv,M,18,M18,Experimental,13854
Plate 5,sample_384_plate5.csv,M,19,M19,Experimental,17558
Plate 5,sample_384_plate5.csv,M,20,M20,Experimental,14699
Plate 5,sample_384_plate5.csv,M,21,M21,Experimental,26710
Plate 5,sample_384_plate5.csv,M,22,M22,Experimental,15191
Plate 5,sample_384_plate5.csv,M,23,M23,High,11061
Plate 5,sample_384_plate5.csv,M,24,M24,High,29139
Plate 5,sample_384_plate5.csv,N,1,N01,Low,210
Plate 5,sample_384_plate5.csv,N,2,N02,High,28953
Plate 5,sample_384_plate5.csv,N,3,N03,Experimental,19024
Plate 5,sample_384_plate5.csv,N,4,N04,Experimental,12983
Plate 5,sample_384_plate5.csv,N,5,N05,Experimental,19858
Plate 5,sample_384_plate5.csv,N,6,N06,Experimental,19279
Plate 5,sample_384_plate5.csv,N,7,N07,Experimental,15693
Plate 5,sample_384_plate5.csv,N,8,N08,Experimental,4169
Plate 5,sample_384_plate5.csv,N,9,N09,Experimental,11891
Plate 5,sample_384_plate5.csv,N,10,N10,Experimental,12181
Plate 5,sample_384_plate5.csv,N,11,N11,Experimental,15271
Plate 5,sample_384_plate5.csv,N,12,N12,Experimental,6638
Plate 5,sample_384_plate5.csv,N,13,N13,Experimental,18701
Plate 5,sample_384_plate5.csv,N,14,N14,Experimental,27706
Plate 5,sample_384_plate5.csv,N,15,N15,Experimental,18046
Plate 5,sample_384_plate5.csv,N,16,N16,Experimental,18080
Plate 5,sample_384_plate5.csv,N,17,N17,Experimental,200
Plate 5,sample_384_plate5.csv,N,18,N18,Experimental,9315
Plate 5,sample_384_plate5.csv,N,19,N19,Experimental,14272
Plate 5,sample_384_plate5.csv,N,20,N20,Experimental,6963
Plate 5,sample_384_plate5.csv,N,21,N21,Experimental,20661
Plate 5,sample_384_plate5.csv,N,22,N22,Experimental,16926
Plate 5,sample_384_plate5.csv,N,23,N23,High,11083
Plate 5,sample_384_plate5.csv,N,24,N24,High,26811
Plate 5,sample_384_plate5.csv,O,1,O01,Low,199
Plate 5,sample_384_plate5.csv,O,2,O02,High,32268
Plate 5,sample_384_plate5.csv,O,3,O03,Experimental,4005
Plate 5,sample_384_plate5.csv,O,4,O04,Experimental,16620
Plate 5,sample_384_plate5.csv,O,5,O05,Experimental,13735
Plate 5,sample_384_plate5.csv,O,6,O06,Experimental,32668
Plate 5,sample_384_plate5.csv,O,7,O07,Experimental,6048
Plate 5,sample_384_plate5.csv,O,8,O08,Experimental,4593
Plate 5,sample_384_plate5.csv,O,9,O09,Experimental,16287
Plate 5,sample_384_plate5.csv,O,10,O10,Experimental,22623
Plate 5,sample_384_plate5.csv,O,11,O11,Experimental,24544
Plate 5,sample_384_plate5.csv,O,12,O12,Experimental,7142
Plate 5,sample_384_plate5.csv,O,13,O13,Experimental,20401
Plate 5,sample_384_plate5.csv,O,14,O14,Experimental,200
Plate 5,sample_384_plate5.csv,O,15,O15,Experimental,26710
Plate 5,sample_384_plate5.csv,O,16,O16,Experimental,17914
Plate 5,sample_384_plate5.csv,O,17,O17,Experimental,200
Plate 5,sample_384_plate5.csv,O,18,O18,Experimental,14982
Plate 5,sample_384_plate5.csv,O,19,O19,Experimental,7383
Plate 5,sample_384_plate5.csv,O,20,O20,Experimental,8239
Plate 5,sample_384_plate5.csv,O,21,O21,Experimental,25364
Plate 5,sample_384_plate5.csv,O,22,O22,Experimental,7927
Plate 5,sample_384_plate5.csv,O,23,O23,High,7681
Plate 5,sample_384_plate5.csv,O,24,O24,High,32367
Plate 5,sample_384_plate5.csv,P,1,P01,Low,366
Plate 5,sample_384_plate5.csv,P,2,P02,High,28440
Plate 5,sample_384_plate5.csv,P,3,P03,Experimental,6391
Plate 5,sample_384_plate5.csv,P,4,P04,Experimental,13824
Plate 5,sample_384_plate5.csv,P,5,P05,Experimental,24338
Plate 5,sample_384_plate5.csv,P,6,P06,Experimental,17808
Plate 5,sample_384_plate5.csv,P,7,P07,Experimental,20033
Plate 5,sample_384_plate5.csv,P,8,P08,Experimental,13925
Plate 5,sample_384_plate5.csv,P,9,P09,Experimental,9748
Plate 5,sample_384_plate5.csv,P,10,P10,Experimental,7947
Plate 5,sample_384_plate5.csv,P,11,P11,Experimental,11986
Plate 5,sample_384_plate5.csv,P,12,P12,Experimental,4468
Plate 5,sample_384_plate5.csv,P,13,P13,Experimental,11232
Plate 5,sample_384_plate5.csv,P,14,P14,Experimental,12512
Plate 5,sample_384_plate5.csv,P,15,P15,Experimental,4771
Plate 5,sample_384_plate5.csv,P,16,P16,Experimental,10640
Plate 5,sample_384_plate5.csv,P,17,P17,Experimental,12830
Plate 5,sample_384_plate5.csv,P,18,P18,Experimental,23685
Plate 5,sample_384_plate5.csv,P,19,P19,Experimental,28810
Plate 5,sample_384_plate5.csv,P,20,P20,Experimental,12825
Plate 5,sample_384_plate5.csv,P,21,P21,Experimental,14203
Plate 5,sample_384_plate5.csv,P,22,P22,Experimental,4861
Plate 5,sample_384_plate5.csv,P,23,P23,High,11851
Plate 5,sample_384_plate5.csv,P,24,P24,High,33732
